Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE2114,    35.6506,   -78.80, 4.83169E-013,   180.00, 1.81899E-012,   -90.00,          0,     0.00,    35.6506,   -78.80,    35.6506,   101.20, 4.83169E-013,     0.00, 1.81899E-012,    90.00,          0,     0.00,    35.6506,   101.20
Line.LINE2115, 2.30245E-008,  -133.19, 1.17141E-008,   100.30, 1.6974E-008,    62.64,          0,     0.00, 1.40517E-008,   135.69, 2.30245E-008,    46.81, 1.17141E-008,   -79.70, 1.6974E-008,  -117.36,          0,     0.00, 1.40517E-008,   -44.31
Line.LINE2116,    86.2117,   -78.81,    86.0493,   162.01,    115.033,    42.05,          0,     0.00,    27.8397,    43.17,    86.2117,   101.19,    86.0493,   -17.99,    115.033,  -137.95,          0,     0.00,    27.8397,  -136.83
Line.LINE2117,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2118, 1.39698E-009,   -90.00, 4.21674E-009,   173.66, 2.0825E-009,   116.57,          0,     0.00, 5.20625E-009,   169.70, 1.39698E-009,    90.00, 4.21674E-009,    -6.34, 2.0825E-009,   -63.43,          0,     0.00, 5.20625E-009,   -10.30
Line.LINE2119, 1.35762E-009,  -149.04, 3.33363E-009,  -155.22, 5.26836E-009,    45.00,          0,     0.00, 1.69503E-009,   105.95, 1.35762E-009,    30.96, 3.33363E-009,    24.78, 5.26836E-009,  -135.00,          0,     0.00, 1.69503E-009,   -74.05
Line.LINE2120, 1.47077E-009,   -63.56, 3.53334E-010,   -16.76, 2.32831E-010,    90.00,          0,     0.00, 1.54691E-009,   -50.06, 1.47077E-009,   116.44, 3.53334E-010,   163.24, 2.32831E-010,   -90.00,          0,     0.00, 1.54691E-009,   129.94
Line.LINE2121, 2.29698E-008,  -133.47, 1.18301E-008,    99.63, 1.7002E-008,    62.25,          0,     0.00, 1.40769E-008,   134.50, 2.29698E-008,    46.53, 1.18301E-008,   -80.37, 1.7002E-008,  -117.75,          0,     0.00, 1.40769E-008,   -45.50
Line.LINE2122,    86.2117,   -78.81,    86.0493,   162.01,    115.033,    42.05,          0,     0.00,    27.8397,    43.17,    86.2117,   101.19,    86.0493,   -17.99,    115.033,  -137.95,          0,     0.00,    27.8397,  -136.83
Line.LINE2123,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2124, 1.74623E-010,   -90.00, 2.39996E-010,   -14.04, 2.32831E-010,    90.00,          0,     0.00, 2.32831E-010,     0.00, 1.74623E-010,    90.00, 2.39996E-010,   165.96, 2.32831E-010,   -90.00,          0,     0.00, 2.32831E-010,   180.00
Line.LINE2125, 5.20625E-010,   -26.57, 2.9451E-009,  -161.57, 2.9451E-009,    18.43,          0,     0.00, 5.20625E-010,   -26.57, 5.20625E-010,   153.43, 2.9451E-009,    18.43, 2.9451E-009,  -161.57,          0,     0.00, 5.20625E-010,   153.43
Line.LINE2126, 1.62042E-009,   -58.31, 1.16861E-009,    -2.14, 3.29272E-010,  -135.00,          0,     0.00, 2.43529E-009,   -42.82, 1.62042E-009,   121.69, 1.16861E-009,   177.86, 3.29272E-010,    45.00,          0,     0.00, 2.43529E-009,   137.18
Line.LINE2127, 2.30573E-008,  -133.47, 1.17559E-008,    99.40, 1.69727E-008,    63.08,          0,     0.00, 1.42103E-008,   135.29, 2.30573E-008,    46.53, 1.17559E-008,   -80.60, 1.69727E-008,  -116.92,          0,     0.00, 1.42103E-008,   -44.71
Line.LINE2128,    86.2117,   -78.81,    86.0493,   162.01,    115.033,    42.05,          0,     0.00,    27.8397,    43.17,    86.2117,   101.19,    86.0493,   -17.99,    115.033,  -137.95,          0,     0.00,    27.8397,  -136.83
Line.LINE2129,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2130, 1.5134E-009,   157.38, 2.03311E-009,  -103.24, 9.31323E-010,     0.00,          0,     0.00, 1.67897E-009,  -123.69, 1.5134E-009,   -22.62, 2.03311E-009,    76.76, 9.31323E-010,   180.00,          0,     0.00, 1.67897E-009,    56.31
Line.LINE2131, 2.09144E-010,    76.93, 1.67499E-009,    -6.99, 2.32831E-010,     0.00,          0,     0.00, 1.94268E-009,     0.00, 2.09144E-010,  -103.07, 1.67499E-009,   173.01, 2.32831E-010,   180.00,          0,     0.00, 1.94268E-009,   180.00
Line.LINE2132, 2.32004E-008,  -134.22, 1.20191E-008,   101.45, 1.72343E-008,    62.66,          0,     0.00, 1.4931E-008,   135.51, 2.32004E-008,    45.78, 1.20191E-008,   -78.55, 1.72343E-008,  -117.34,          0,     0.00, 1.4931E-008,   -44.49
Line.LINE2133,    86.2117,   -78.81,    86.0493,   162.01,    115.033,    42.05,          0,     0.00,    27.8397,    43.17,    86.2117,   101.19,    86.0493,   -17.99,    115.033,  -137.95,          0,     0.00,    27.8397,  -136.83
Line.LINE2134,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2135, 4.73776E-010,    42.51, 2.48663E-010,   159.44, 2.60313E-010,    26.57,          0,     0.00, 6.29612E-010,    56.31, 4.73776E-010,  -137.49, 2.48663E-010,   -20.56, 2.60313E-010,  -153.43,          0,     0.00, 6.29612E-010,  -123.69
Line.LINE2136, 3.71804E-010,  -163.52, 1.83036E-009,    -6.39, 3.29272E-010,   135.00,          0,     0.00, 1.23201E-009,    -3.56, 3.71804E-010,    16.48, 1.83036E-009,   173.61, 3.29272E-010,   -45.00,          0,     0.00, 1.23201E-009,   176.44
Line.LINE2137, 2.32882E-008,  -134.16, 1.19442E-008,   101.53, 1.70118E-008,    63.04,          0,     0.00, 1.4901E-008,   137.01, 2.32882E-008,    45.84, 1.19442E-008,   -78.47, 1.70118E-008,  -116.96,          0,     0.00, 1.4901E-008,   -42.99
Line.LINE2138,    86.2117,   -78.81,    86.0493,   162.01,    115.033,    42.05,          0,     0.00,    27.8397,    43.17,    86.2117,   101.19,    86.0493,   -17.99,    115.033,  -137.95,          0,     0.00,    27.8397,  -136.83
Line.LINE2139,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2140, 3.36783E-010,   -63.71, 8.11237E-010,   -10.86, 8.39483E-010,  -146.31,          0,     0.00, 9.53074E-010,   -74.96, 3.36783E-010,   116.29, 8.11237E-010,   169.14, 8.39483E-010,    33.69,          0,     0.00, 9.53074E-010,   105.04
Line.LINE2141, 2.31952E-008,  -134.24, 1.22897E-008,   102.03, 1.6608E-008,    63.35,          0,     0.00, 1.52469E-008,   137.79, 2.31952E-008,    45.76, 1.22897E-008,   -77.97, 1.6608E-008,  -116.65,          0,     0.00, 1.52469E-008,   -42.21
Line.LINE2142,    86.2117,   -78.81,    86.0493,   162.01,    115.033,    42.05,          0,     0.00,    27.8397,    43.17,    86.2117,   101.19,    86.0493,   -17.99,    115.033,  -137.95,          0,     0.00,    27.8397,  -136.83
Line.LINE2143,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2144, 1.96888E-010,  -106.09, 1.41038E-009,    -3.40, 4.65661E-010,   -90.00,          0,     0.00, 1.54172E-009,   -28.62, 1.96888E-010,    73.91, 1.41038E-009,   176.60, 4.65661E-010,    90.00,          0,     0.00, 1.54172E-009,   151.38
Line.LINE2145, 2.45901E-008,  -125.95, 1.18652E-008,   105.95, 1.69839E-008,    56.75,          0,     0.00, 1.01388E-008,   145.76, 2.45901E-008,    54.05, 1.18652E-008,   -74.05, 1.69839E-008,  -123.25,          0,     0.00, 1.01388E-008,   -34.24
Line.LINE2146,    4.89927,   -79.15, 1.42163E-009,    22.89,    78.5952,    42.08,          0,     0.00,    76.1699,    38.93,    4.89927,   100.85, 1.42163E-009,  -157.11,    78.5952,  -137.92,          0,     0.00,    76.1699,  -141.07
Line.LINE2147,    81.3125,   -78.79,    86.0493,   162.01,    36.4376,    41.98,          0,     0.00,    48.4504,  -143.51,    81.3125,   101.21,    86.0493,   -17.99,    36.4376,  -138.02,          0,     0.00,    48.4504,    36.49
Line.LINE2148,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2149, 2.08256E-010,   109.38, 6.71323E-010,    -4.35,          0,     0.00,          0,     0.00, 6.17653E-010,    13.63, 2.08256E-010,   -70.62, 6.71323E-010,   175.65,          0,     0.00,          0,     0.00, 6.17653E-010,  -166.37
Line.LINE2150, 2.4949E-008,  -133.68, 1.31302E-008,   100.21, 1.7498E-008,    64.80,          0,     0.00, 1.61646E-008,   138.50, 2.4949E-008,    46.32, 1.31302E-008,   -79.79, 1.7498E-008,  -115.20,          0,     0.00, 1.61646E-008,   -41.50
Line.LINE2151,    4.89927,   -79.15, 1.33569E-009,    23.77,    78.5952,    42.08,          0,     0.00,    76.1699,    38.93,    4.89927,   100.85, 1.33569E-009,  -156.23,    78.5952,  -137.92,          0,     0.00,    76.1699,  -141.07
Line.LINE2152,    81.3125,   -78.79,    86.0493,   162.01,    36.4376,    41.98,          0,     0.00,    48.4504,  -143.51,    81.3125,   101.21,    86.0493,   -17.99,    36.4376,  -138.02,          0,     0.00,    48.4504,    36.49
Line.LINE2153,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2154, 2.0153E-008,  -139.69, 1.25383E-008,   105.07, 1.71222E-008,    67.62,          0,     0.00, 1.91997E-008,   129.09, 2.0153E-008,    40.31, 1.25383E-008,   -74.93, 1.71222E-008,  -112.38,          0,     0.00, 1.91997E-008,   -50.91
Line.LINE2155,    4.89927,   -79.15, 1.44497E-009,    18.80,    78.5952,    42.08,          0,     0.00,    76.1699,    38.93,    4.89927,   100.85, 1.44497E-009,  -161.20,    78.5952,  -137.92,          0,     0.00,    76.1699,  -141.07
Line.LINE2156,    81.3125,   -78.79,    86.0493,   162.01,    36.4376,    41.98,          0,     0.00,    48.4504,  -143.51,    81.3125,   101.21,    86.0493,   -17.99,    36.4376,  -138.02,          0,     0.00,    48.4504,    36.49
Line.LINE2157,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2158, 2.44553E-008,  -136.35, 1.54727E-008,   103.93, 1.83449E-008,    66.04,          0,     0.00, 2.04255E-008,   133.15, 2.44553E-008,    43.65, 1.54727E-008,   -76.07, 1.83449E-008,  -113.96,          0,     0.00, 2.04255E-008,   -46.85
Line.LINE2159,    4.89927,   -79.15, 1.60632E-009,    19.58,    78.5952,    42.08,          0,     0.00,    76.1699,    38.93,    4.89927,   100.85, 1.60632E-009,  -160.42,    78.5952,  -137.92,          0,     0.00,    76.1699,  -141.07
Line.LINE2160,    81.3125,   -78.79,    86.0493,   162.01,    36.4376,    41.98,          0,     0.00,    48.4504,  -143.51,    81.3125,   101.21,    86.0493,   -17.99,    36.4376,  -138.02,          0,     0.00,    48.4504,    36.49
Line.LINE2161,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2162, 2.18427E-008,  -144.11, 1.45719E-008,   102.93, 1.69503E-008,    74.05,          0,     0.00, 2.40572E-008,   132.65, 2.18427E-008,    35.89, 1.45719E-008,   -77.07, 1.69503E-008,  -105.95,          0,     0.00, 2.40572E-008,   -47.35
Line.LINE2163,    4.89927,   -79.15, 1.67979E-009,    17.65,    78.5952,    42.08,          0,     0.00,    76.1699,    38.93,    4.89927,   100.85, 1.67979E-009,  -162.35,    78.5952,  -137.92,          0,     0.00,    76.1699,  -141.07
Line.LINE2164,    81.3125,   -78.79,    86.0493,   162.01,    36.4376,    41.98,          0,     0.00,    48.4504,  -143.51,    81.3125,   101.21,    86.0493,   -17.99,    36.4376,  -138.02,          0,     0.00,    48.4504,    36.49
Line.LINE2165,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2166, 2.20849E-008,  -146.39, 1.30468E-008,    92.05, 1.78476E-008,    74.88,          0,     0.00, 2.29633E-008,   128.21, 2.20849E-008,    33.61, 1.30468E-008,   -87.95, 1.78476E-008,  -105.12,          0,     0.00, 2.29633E-008,   -51.79
Line.LINE2167,    4.89927,   -79.15, 1.50245E-009,    21.60,    78.5952,    42.08,          0,     0.00,    76.1699,    38.93,    4.89927,   100.85, 1.50245E-009,  -158.40,    78.5952,  -137.92,          0,     0.00,    76.1699,  -141.07
Line.LINE2168, 1.04572E-010,   -76.93,     40.737,   162.06, 1.08042E-010,    45.00,          0,     0.00,     40.737,   162.06, 1.04572E-010,   103.07,     40.737,   -17.94, 1.08042E-010,  -135.00,          0,     0.00,     40.737,   -17.94
Line.LINE2169,    81.3125,   -78.79,    45.3123,   161.97,    36.4376,    41.98,          0,     0.00,    41.3607,   -90.27,    81.3125,   101.21,    45.3123,   -18.03,    36.4376,  -138.02,          0,     0.00,    41.3607,    89.73
Line.LINE2170,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2171, 2.22883E-008,  -143.55, 1.34541E-008,   103.77, 1.73214E-008,    71.99,          0,     0.00, 2.26817E-008,   134.06, 2.22883E-008,    36.45, 1.34541E-008,   -76.23, 1.73214E-008,  -108.01,          0,     0.00, 2.26817E-008,   -45.94
Line.LINE2172,    4.89927,   -79.15, 1.58623E-009,    22.09,    78.5952,    42.08,          0,     0.00,    76.1699,    38.93,    4.89927,   100.85, 1.58623E-009,  -157.91,    78.5952,  -137.92,          0,     0.00,    76.1699,  -141.07
Line.LINE2173, 3.13458E-010,   -68.20,     40.737,   162.06, 2.09871E-010,    56.31,          0,     0.00,     40.737,   162.06, 3.13458E-010,   111.80,     40.737,   -17.94, 2.09871E-010,  -123.69,          0,     0.00,     40.737,   -17.94
Line.LINE2174,    4.90404,   -78.96, 7.27951E-012,   178.21, 7.49989E-012,    75.96,          0,     0.00,    4.90404,   -78.96,    4.90404,   101.04, 7.27951E-012,    -1.79, 7.49989E-012,  -104.04,          0,     0.00,    4.90404,   101.04
Line.LINE2175,    76.4085,   -78.78,    45.3123,   161.97,    36.4376,    41.98,          0,     0.00,    36.5646,   -91.78,    76.4085,   101.22,    45.3123,   -18.03,    36.4376,  -138.02,          0,     0.00,    36.5646,    88.22
Line.LINE2176,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2177, 2.22215E-008,  -143.25, 1.36025E-008,   103.61, 1.70828E-008,    72.24,          0,     0.00, 2.26212E-008,   134.29, 2.22215E-008,    36.75, 1.36025E-008,   -76.39, 1.70828E-008,  -107.76,          0,     0.00, 2.26212E-008,   -45.71
Line.LINE2178,    4.89927,   -79.15, 1.34067E-009,    27.12,    78.5952,    42.08,          0,     0.00,    76.1699,    38.93,    4.89927,   100.85, 1.34067E-009,  -152.88,    78.5952,  -137.92,          0,     0.00,    76.1699,  -141.07
Line.LINE2179, 1.19998E-010,   -75.96,     40.737,   162.06, 1.84069E-010,    71.57,          0,     0.00,     40.737,   162.06, 1.19998E-010,   104.04,     40.737,   -17.94, 1.84069E-010,  -108.43,          0,     0.00,     40.737,   -17.94
Line.LINE2180,    4.90404,   -78.96, 4.54747E-013,   -90.00, 1.81899E-012,     0.00,          0,     0.00,    4.90404,   -78.96,    4.90404,   101.04, 4.54747E-013,    90.00, 1.81899E-012,   180.00,          0,     0.00,    4.90404,   101.04
Line.LINE2181, 1.45519E-011,     0.00, 1.45519E-010,   180.00, 1.77629E-010,    55.01,          0,     0.00, 1.48401E-010,   101.31, 1.45519E-011,   180.00, 1.45519E-010,     0.00, 1.77629E-010,  -124.99,          0,     0.00, 1.48401E-010,   -78.69
Line.LINE2182,    76.4085,   -78.78,    45.3123,   161.97,    36.4376,    41.98,          0,     0.00,    36.5646,   -91.78,    76.4085,   101.22,    45.3123,   -18.03,    36.4376,  -138.02,          0,     0.00,    36.5646,    88.22
Line.LINE2183,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2184, 2.22295E-008,  -143.06, 1.36135E-008,   103.41, 1.70096E-008,    72.37,          0,     0.00, 2.25357E-008,   134.42, 2.22295E-008,    36.94, 1.36135E-008,   -76.59, 1.70096E-008,  -107.63,          0,     0.00, 2.25357E-008,   -45.58
Line.LINE2185,    4.89927,   -79.15, 1.41429E-009,    29.00,    78.5952,    42.08,          0,     0.00,    76.1699,    38.93,    4.89927,   100.85, 1.41429E-009,  -151.00,    78.5952,  -137.92,          0,     0.00,    76.1699,  -141.07
Line.LINE2186, 1.30156E-010,   -63.43,     40.737,   162.06, 2.91038E-010,    53.13,          0,     0.00,     40.737,   162.06, 1.30156E-010,   116.57,     40.737,   -17.94, 2.91038E-010,  -126.87,          0,     0.00,     40.737,   -17.94
Line.LINE2187, 2.91038E-011,     0.00, 1.1643E-010,  -179.10, 9.20344E-011,    71.57,          0,     0.00, 1.03427E-010,   124.25, 2.91038E-011,   180.00, 1.1643E-010,     0.90, 9.20344E-011,  -108.43,          0,     0.00, 1.03427E-010,   -55.75
Line.LINE2188, 3.63798E-012,     0.00, 3.81148E-012,  -162.65,    36.4376,    41.98,          0,     0.00,    36.4376,    41.98, 3.63798E-012,   180.00, 3.81148E-012,    17.35,    36.4376,  -138.02,          0,     0.00,    36.4376,  -138.02
Line.LINE2189,    76.4085,   -78.78,    45.3123,   161.97, 7.6092E-010,   -83.96,          0,     0.00,    67.1384,  -114.85,    76.4085,   101.22,    45.3123,   -18.03, 7.6092E-010,    96.04,          0,     0.00,    67.1384,    65.15
Line.LINE2190,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2191, 2.20856E-008,  -143.37, 1.3611E-008,   103.10, 1.70681E-008,    71.92,          0,     0.00, 2.25055E-008,   133.57, 2.20856E-008,    36.63, 1.3611E-008,   -76.90, 1.70681E-008,  -108.08,          0,     0.00, 2.25055E-008,   -46.43
Line.LINE2192,    4.89927,   -79.15, 1.42202E-009,    27.09,    78.5952,    42.08,          0,     0.00,    76.1699,    38.93,    4.89927,   100.85, 1.42202E-009,  -152.91,    78.5952,  -137.92,          0,     0.00,    76.1699,  -141.07
Line.LINE2193, 1.30156E-010,  -116.57,     40.737,   162.06,          0,     0.00,          0,     0.00,     40.737,   162.06, 1.30156E-010,    63.43,     40.737,   -17.94,          0,     0.00,          0,     0.00,     40.737,   -17.94
Line.LINE2194, 1.30156E-010,   116.57, 9.09495E-013,   -90.00, 5.82077E-011,   -90.00,          0,     0.00, 8.16775E-011,   135.45, 1.30156E-010,   -63.43, 9.09495E-013,    90.00, 5.82077E-011,    90.00,          0,     0.00, 8.16775E-011,   -44.55
Line.LINE2195, 3.63798E-012,     0.00,          0,     0.00,    36.4376,    41.98,          0,     0.00,    36.4376,    41.98, 3.63798E-012,   180.00,          0,     0.00,    36.4376,  -138.02,          0,     0.00,    36.4376,  -138.02
Line.LINE2196,    40.6158,   -78.86, 5.49516E-010,  -178.53, 5.29876E-010,    61.50,          0,     0.00,    40.6158,   -78.86,    40.6158,   101.14, 5.49516E-010,     1.47, 5.29876E-010,  -118.50,          0,     0.00,    40.6158,   101.14
Line.LINE2197,    35.7927,   -78.69,    45.3123,   161.97, 1.23805E-009,   -99.13,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.23805E-009,    80.87,          0,     0.00,    41.7708,    30.29
Line.LINE2198,    86.4618,   -79.42,    91.5561,   162.27,    155.443,    42.49,          0,     0.00,    64.5558,    47.89,    86.4618,   100.58,    91.5561,   -17.73,    155.443,  -137.51,          0,     0.00,    64.5558,  -132.11
Line.LINE2199, 2.24087E-008,  -143.38, 1.35347E-008,   102.80, 1.7266E-008,    71.93,          0,     0.00, 2.2544E-008,   133.89, 2.24087E-008,    36.62, 1.35347E-008,   -77.20, 1.7266E-008,  -108.07,          0,     0.00, 2.2544E-008,   -46.11
Line.LINE2200,    4.89927,   -79.15, 1.38313E-009,    27.58,    78.5952,    42.08,          0,     0.00,    76.1699,    38.93,    4.89927,   100.85, 1.38313E-009,  -152.42,    78.5952,  -137.92,          0,     0.00,    76.1699,  -141.07
Line.LINE2201,          0,     0.00,     40.737,   162.06,          0,     0.00,          0,     0.00,     40.737,   162.06,          0,     0.00,     40.737,   -17.94,          0,     0.00,          0,     0.00,     40.737,   -17.94
Line.LINE2202, 1.49821E-010,   119.05, 5.82094E-011,    -0.45, 2.05795E-011,    45.00,          0,     0.00, 1.45064E-010,    90.00, 1.49821E-010,   -60.95, 5.82094E-011,   179.55, 2.05795E-011,  -135.00,          0,     0.00, 1.45064E-010,   -90.00
Line.LINE2203,    40.6158,   -78.86, 5.24071E-010,  -178.41, 5.20625E-010,    63.43,          0,     0.00,    40.6158,   -78.86,    40.6158,   101.14, 5.24071E-010,     1.59, 5.20625E-010,  -116.57,          0,     0.00,    40.6158,   101.14
Line.LINE2204,    35.7927,   -78.69,    45.3123,   161.97, 1.23099E-009,   -96.79,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.23099E-009,    83.21,          0,     0.00,    41.7708,    30.29
Line.LINE2205, 5.20625E-010,   -63.43, 4.08038E-010,   176.93,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 5.20625E-010,   116.57, 4.08038E-010,    -3.07,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2206,    86.4618,   -79.42,    91.5561,   162.27,    150.406,    42.51,          0,     0.00,    59.5476,    48.40,    86.4618,   100.58,    91.5561,   -17.73,    150.406,  -137.49,          0,     0.00,    59.5476,  -131.60
Line.LINE2207, 2.33319E-008,  -143.93, 1.4836E-008,   108.29, 1.86395E-008,    69.53,          0,     0.00, 2.46198E-008,   133.66, 2.33319E-008,    36.07, 1.4836E-008,   -71.71, 1.86395E-008,  -110.47,          0,     0.00, 2.46198E-008,   -46.34
Line.LINE2208,    4.89927,   -79.15, 3.64508E-012,  -176.42, 1.81899E-012,     0.00,          0,     0.00,    4.89927,   -79.15,    4.89927,   100.85, 3.64508E-012,     3.58, 1.81899E-012,   180.00,          0,     0.00,    4.89927,   100.85
Line.LINE2209, 1.11399E-009,   100.06, 1.3819E-009,    27.56,    78.5952,    42.08,          0,     0.00,    78.5952,    42.08, 1.11399E-009,   -79.94, 1.3819E-009,  -152.44,    78.5952,  -137.92,          0,     0.00,    78.5952,  -137.92
Line.LINE2210, 1.45519E-011,    90.00,     40.737,   162.06, 1.45519E-011,   -90.00,          0,     0.00,     40.737,   162.06, 1.45519E-011,   -90.00,     40.737,   -17.94, 1.45519E-011,    90.00,          0,     0.00,     40.737,   -17.94
Line.LINE2211, 1.1957E-010,   123.21, 5.18492E-012,   164.74, 6.50781E-011,    26.57,          0,     0.00, 1.31089E-010,    95.37, 1.1957E-010,   -56.79, 5.18492E-012,   -15.26, 6.50781E-011,  -153.43,          0,     0.00, 1.31089E-010,   -84.63
Line.LINE2212,    40.6158,   -78.86, 4.66173E-010,  -177.32, 5.20625E-010,    63.43,          0,     0.00,    40.6158,   -78.86,    40.6158,   101.14, 4.66173E-010,     2.68, 5.20625E-010,  -116.57,          0,     0.00,    40.6158,   101.14
Line.LINE2213,    35.7927,   -78.69,    45.3123,   161.97, 1.29667E-009,   -99.04,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.29667E-009,    80.96,          0,     0.00,    41.7708,    30.29
Line.LINE2214, 6.50781E-010,   -63.43, 4.65661E-010,   180.00,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 6.50781E-010,   116.57, 4.65661E-010,     0.00,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2215, 6.50781E-011,   116.57, 2.72848E-012,    90.00, 6.50781E-011,   116.57,          0,     0.00, 1.32602E-010,   116.04, 6.50781E-011,   -63.43, 2.72848E-012,   -90.00, 6.50781E-011,   -63.43,          0,     0.00, 1.32602E-010,   -63.96
Line.LINE2216,    86.4618,   -79.42,    91.5561,   162.27,    150.406,    42.51,          0,     0.00,    59.5476,    48.40,    86.4618,   100.58,    91.5561,   -17.73,    150.406,  -137.49,          0,     0.00,    59.5476,  -131.60
Line.LINE2217, 2.50163E-008,  -148.90, 1.59625E-008,   100.08, 1.59144E-008,    69.44,          0,     0.00, 2.56917E-008,   136.47, 2.50163E-008,    31.10, 1.59625E-008,   -79.92, 1.59144E-008,  -110.56,          0,     0.00, 2.56917E-008,   -43.53
Line.LINE2218,    4.89927,   -79.15,          0,     0.00, 3.63798E-012,    90.00,          0,     0.00,    4.89927,   -79.15,    4.89927,   100.85,          0,     0.00, 3.63798E-012,   -90.00,          0,     0.00,    4.89927,   100.85
Line.LINE2219, 7.49989E-012,   -75.96, 3.70138E-012,   169.38,    36.7316,    42.07,          0,     0.00,    36.7316,    42.07, 7.49989E-012,   104.04, 3.70138E-012,   -10.62,    36.7316,  -137.93,          0,     0.00,    36.7316,  -137.93
Line.LINE2220, 1.18086E-009,   100.65, 1.40569E-009,    26.43,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 1.18086E-009,   -79.35, 1.40569E-009,  -153.57,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2221, 1.81899E-012,   180.00,    35.7884,   162.06, 3.63798E-012,     0.00,          0,     0.00,    35.7884,   162.06, 1.81899E-012,     0.00,    35.7884,   -17.94, 3.63798E-012,   180.00,          0,     0.00,    35.7884,   -17.94
Line.LINE2222, 1.81899E-012,   180.00,    4.94858,   162.05, 3.63798E-012,     0.00,          0,     0.00,    4.94858,   162.05, 1.81899E-012,     0.00,    4.94858,   -17.95, 3.63798E-012,   180.00,          0,     0.00,    4.94858,   -17.95
